URL,has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,Phishing
https://pub-ad43ebc65640486cae7683a6b367b850.r2.dev/kaps.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
https://pub-f7edd89a736e48428172001b0b1906fe.r2.dev/ogadimma.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
https://business-home-186615446.id.vn/verify,1,1,1,0,0,1,1,0,1,0,0,23,1,0,0,45,0,0,12,0,16,17,0,0,0,598,0,47,2,32,0,0,1,0,0,1,7,0,0,0,0,4,0,0,0,0,1,0,0,0,1,1
https://business-home-186615446.id.vn/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://facebook.business-home-186615446.id.vn/verify,1,1,1,0,0,1,1,0,1,0,0,23,1,0,0,45,0,0,12,0,16,17,0,0,0,598,0,47,2,32,0,0,1,0,0,1,7,0,0,0,0,4,0,0,0,0,1,0,0,0,1,1
https://facebook.business-home-186615446.id.vn/,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://netflix-clone-eun.pages.dev/,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,449,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1
https://new.express.adobe.com/webpage/3F92SiVPDa0L6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
https://sites.google.com/view/1yytmge8kijvp4h9rztrnvmlo,1,1,1,0,0,0,1,1,1,0,0,7,1,0,83,3,0,0,0,4,6,25,1,0,0,898,0,6,1,27,0,1,1,0,0,0,5,0,0,0,0,6,0,0,0,1,2,0,0,0,0,1
https://new.express.adobe.com/webpage/41htgUlKyaibO,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vRjjFOeqoRcsWI6V6cwmbHc5XFBOmOz-XW7We7lm8ng1R1EORGSe248BFlSzB3ZbbrOq1EAo7kre-Ez/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
https://chrobinsoncarrier.com/login.php?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https://corrector.co/,1,1,1,0,1,1,0,0,0,0,0,3,2,0,18,59,0,0,53,75,25,63,1,1,1,17073,0,77,25,64,3,1,1,1,0,0,30,1,0,0,0,88,0,0,0,0,0,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vQ6uZYRmvxSw-T5XRLycYSsMvLf7K0AnYRFek0PgeBaHUCqauqHaw06q1rL3MNYz-2Qzb8Xwney2nHd/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,21,0,0,0,111,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
https://activadinersclub.webcindario.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,185,0,1,0,6,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
https://new.express.adobe.com/webpage/TIatj65orlNJ9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
https://new.express.adobe.com/webpage/epTE0126At9y7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
https://new.express.adobe.com/webpage/Hm1nEQLYRwCBi,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
https://pub-8daf9f515c0b46a1b60bb1985f392936.r2.dev/genge04.html#itaucartoespj@itau.com.br,1,1,1,0,0,1,1,1,1,0,0,6,1,0,0,0,0,0,3,4,11,13,0,1,0,268,0,0,1,11,0,0,1,0,0,0,2,0,0,0,0,7,0,0,1,1,1,0,0,0,1,1
https://t.ly/l9i5Y,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,26,0,0,6,16,15,18,0,1,1,4311,1,56,18,73,0,1,0,0,0,0,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
https://tmrwsb.blogspot.com/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,26,0,0,1,82,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
https://l.ead.me/beYWCM,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
https://pub-9e11a359d213455e8ad57f733583373b.r2.dev/HRscanCopy.htm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
https://pub-8a672eb6e8af48e8a154d501dc413ca8.r2.dev/magi.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
https://kishvandnews.ir/wp-includes/wpp/index.php,1,1,0,0,1,1,1,0,1,0,0,9,0,0,0,0,0,2,3,3,2,29,0,0,0,252,0,0,1,4,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1
https://gtcert.bnhyt.workers.dev/,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,449,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1
https://resume.io/r/4V8ojTVs9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,23,0,0,0,34,0,1,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
https://tonsofleads.net/simplemember/managepaymentinfo/main1.php,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1
https://officedoc53spr.w3spaces.com/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,27,1,0,0,419,0,5,0,10,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
https://sheets-term-2b6f.amariruth.workers.dev/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://connexionmail.wixsite.com/my-site,1,1,1,0,0,1,0,1,0,0,0,2,1,0,0,0,0,0,8,0,49,14,0,0,0,289,0,1,2,52,0,1,1,0,0,1,17,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1
https://t.ly/Y6QXj,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,26,0,0,6,16,15,18,0,1,1,4311,1,56,18,73,0,1,0,0,0,0,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
https://t.ly/q1T0s,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,26,0,0,6,16,15,18,0,1,1,4311,1,56,18,73,0,1,0,0,0,0,21,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
https://new.express.adobe.com/webpage/lIToE651kcitp,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vTu1EuJdUAXjvQ9QlQT0o1st3okD1Vti0jK7TIm1AyUtTIUjQRPAbjQSvD21-KBFxPaG0jd9qKj2twd/pub?start=false&loop=false&delayms=3000&slide=id.p,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vTVdQgb4Lmu4mT83VoXsh3ZXuBhda0EqOmv4dMYRDjta08tpdWU_QOR6afhh4tu0ZJutRpXRrt9elOz/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vTu1EuJdUAXjvQ9QlQT0o1st3okD1Vti0jK7TIm1AyUtTIUjQRPAbjQSvD21-KBFxPaG0jd9qKj2twd/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vTol5JtE-X-HtoUKn5FbquWW0Ow7kNQ18HeDM3EmdTCVwbRxneuSKX_Yin1fo-0nuAZZ9wVj6LWv5N1/pub?start=false&loop=false&delayms=3000&slide=id.p,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vTol5JtE-X-HtoUKn5FbquWW0Ow7kNQ18HeDM3EmdTCVwbRxneuSKX_Yin1fo-0nuAZZ9wVj6LWv5N1/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vTeDTpb318OdWixDq7QiRDNClpL2utk3FiiUv9yIU5-CvXKbancHd5Pj3pSuwygksGajWqeab9qN9yb/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vSY7vAYJsP0cqj-Xy2l9ViUJg73Aj9PJFeC_xxMKy1soPdIyT5Sl0-aBagFk9fMZyrJeng5p_7KogGe/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vSfkVdpCYnbFl-YTCHuo7zZ9drLXsFZY4BD6yKGQs3OMWEstONTObQjJKLQuCfqvBYfKY_mCRF3-5Tv/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vSnfhwCmvG-2MQNUbXYVhcKfl4xZwMYrkEJYNIcIELuJMeJ8gh9QKosCo08HAEIMaDgcjHhVhYGQj_w/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,33,0,0,0,123,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vQ6okRxc1FT3nq6gCfHTc8Grd48lPlNNX6zaGvavjUQL4XXLlQdvkrAcHEATcqol9JG1rqtYl0oxGhk/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,21,0,0,0,111,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
https://docs.google.com/presentation/d/e/2PACX-1vQh2YF3Sh39GNsX1B4Jp-bGwA5R0WCeL80hLO55cp5nZQpB8ufVrTtzM9QxHhtDIvleaq-ZQFIMBda2/pub?start=false&amp;loop=false&amp;delayms=3000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,37,0,0,0,127,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
https://new.express.adobe.com/webpage/ngEZGXBS1QT76,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,13,0,0,0,59,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
https://achffe.blogspot.com/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,26,0,0,1,82,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
https://achffe.blogspot.ch/,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,26,0,0,1,82,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://worker-green-resonance-0056.hansmartinette979.workers.dev/,1,1,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,1,3,3,36,0,1,0,449,1,2,0,8,0,0,1,0,0,0,5,0,0,0,0,7,0,0,0,1,0,0,0,0,1,1
