URL,has_title,has_input,has_button,has_image,has_submit,has_link,has_password,has_email_input,has_hidden_element,has_audio,has_video,number_of_inputs,number_of_buttons,number_of_images,number_of_option,number_of_list,number_of_th,number_of_tr,number_of_href,number_of_paragraph,number_of_script,length_of_title,has_h1,has_h2,has_h3,length_of_text,number_of_clickable_button,number_of_a,number_of_img,number_of_div,number_of_figure,has_footer,has_form,has_text_area,has_iframe,has_text_input,number_of_meta,has_nav,has_object,has_picture,number_of_sources,number_of_span,number_of_table,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,Phishing
http://trailhead.com,1,0,1,0,0,1,0,0,0,0,0,0,22,0,0,26,0,0,34,20,40,32,1,1,1,5942,18,35,54,416,18,0,0,0,1,0,27,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0
http://broadinstitute.org,1,1,1,0,1,1,0,1,1,0,1,7,12,0,3,81,0,0,12,90,15,15,1,1,0,13764,8,161,34,474,0,1,1,0,0,1,19,1,0,1,192,42,0,0,0,0,0,0,0,0,0,0
http://allpoetry.com,1,1,1,0,1,1,0,0,1,0,0,68,2,0,0,47,0,0,6,8,11,57,1,1,0,15027,0,683,19,154,0,1,1,1,1,1,16,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0
http://trueclassictees.com,1,1,1,0,0,1,0,1,1,0,1,39,51,0,956,745,0,0,53,85,145,68,1,1,1,107019,42,773,1049,2786,0,1,1,0,0,0,23,1,0,0,1,234,0,0,0,0,0,0,0,0,0,0
http://deltadental.com,1,1,1,0,0,1,0,0,1,0,0,32,30,0,170,132,0,0,8,65,18,48,1,1,1,28786,20,152,30,440,0,1,1,0,1,1,12,1,0,0,0,56,0,0,0,0,0,0,0,0,0,0
http://opentechnology.ru,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,11,37,14,151,1,1,0,3096,0,69,34,125,0,0,0,0,1,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
http://monsterserver.de,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14,0,12,69,0,0,0,93,0,0,0,2,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://ideo.com,1,1,0,0,1,1,0,1,0,0,0,4,0,0,0,0,0,0,4,31,17,43,1,1,1,2569,0,82,35,394,0,0,1,0,1,0,11,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0
http://misterpoll.com,1,1,1,0,1,1,0,0,0,0,0,3,6,0,10,44,0,0,28,7,36,14,0,1,0,6759,0,105,4,239,2,1,1,0,0,0,25,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0
http://mindvalley.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,741,253,13,36,1,1,1,12002,0,18,238,1122,0,0,0,0,1,0,26,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
http://indosat.com,1,1,1,0,0,1,0,0,1,0,0,18,3,0,0,70,0,0,9,20,22,67,1,0,1,4010,1,137,97,275,0,1,0,0,1,1,19,1,0,1,8,25,0,0,0,0,0,0,0,1,0,0
http://nestormedia.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,40,0,0,0,811,0,18,3,55,0,1,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
http://educationalimpactblog.com,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,22,1,0,0,211,0,8,1,23,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
http://xhdpornos.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,72,1,0,0,3427,0,193,27,207,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
http://sn.at,1,1,1,0,0,1,0,0,0,0,0,1,17,0,119,303,0,0,28,82,25,30,0,1,1,61603,0,653,221,536,0,1,0,0,1,0,29,1,0,1,216,445,0,0,0,0,0,0,0,0,0,0
http://kayak.co.uk,1,1,1,0,1,1,0,0,0,0,0,4,38,0,0,310,0,0,84,10,17,41,1,1,1,15665,0,429,61,519,0,0,1,0,0,1,29,1,0,0,0,727,0,0,0,0,0,0,0,0,0,0
http://u-blox.com,1,0,1,0,0,1,0,0,0,0,1,0,12,1,0,50,0,0,12,44,14,13,1,1,1,3706,0,77,18,130,0,0,0,0,1,0,25,0,0,1,201,29,0,0,0,0,0,0,0,1,1,0
http://ethicspoint.com,1,1,0,0,1,1,1,0,1,0,0,12,0,0,0,109,0,8,9,4,5,26,1,0,0,2462,0,112,6,25,0,0,1,0,0,1,4,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0
http://tiktokshop.com,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,46,0,0,0,52,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://businessdailyafrica.com,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,131,0,0,15,14,41,14,0,1,1,9015,0,157,58,333,60,1,0,0,1,0,20,1,0,0,0,177,0,0,0,0,0,0,0,0,0,0
http://choice.com.au,1,1,1,0,0,1,0,1,1,0,0,8,5,0,0,57,0,0,20,43,16,52,1,1,1,11052,0,94,58,351,0,1,1,0,1,1,24,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0
http://myitero.cn,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,27,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://vbox7.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://biteable.com,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,202,0,0,27,30,38,70,1,1,1,8482,0,235,68,550,22,1,0,0,1,0,22,1,0,0,0,292,0,0,0,0,0,0,0,0,0,0
http://sheetmusicplus.com,1,1,1,0,0,1,0,0,1,0,0,5,13,0,0,278,0,0,21,8,26,64,1,1,1,16578,4,626,184,1230,91,1,1,0,1,1,8,1,0,1,30,353,0,0,0,0,0,0,0,0,0,0
http://surf.nl,1,1,1,0,1,1,0,0,1,0,0,15,22,0,0,133,0,0,14,35,11,62,1,1,1,8642,0,122,12,344,4,1,1,0,0,1,17,1,0,1,35,361,0,0,0,0,0,0,0,0,0,0
http://latch.com,1,1,1,0,0,1,0,1,1,0,1,13,26,0,6,68,0,0,65,17,53,64,1,1,1,8024,11,70,16,233,0,1,1,1,1,1,18,1,0,0,2,82,0,0,0,0,0,0,0,0,0,0
http://lpnet.com.br,1,1,1,0,0,1,0,0,0,0,0,1,8,0,64,2,0,0,29,4,41,23,0,0,0,2058,0,2,5,39,0,1,0,0,1,0,28,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0
http://megamailservers.eu,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,7,0,15,0,0,0,1657,0,11,22,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
